review,rating,date,bank,source,translated_review,final_translation
Very help fuel,5,2020-12-06,CBE,A Google user,Very help fuel,Very help fuel
Where i get app verification key?,5,2020-12-05,CBE,A Google user,Where i get app verification key?,Where i get app verification key?
Wow,5,2020-12-05,CBE,A Google user,Wow,Wow
i lov it,3,2020-12-05,CBE,A Google user,i lov it,i lov it
Nice app,5,2020-12-05,CBE,A Google user,Nice app,Nice app
Best app and user familiar with more information included,5,2020-12-04,CBE,A Google user,Best app and user familiar with more information included,Best app and user familiar with more information included
Well help the people to meet bank,5,2020-12-04,CBE,A Google user,Well help the people to meet bank,Well help the people to meet bank
"Like always it is the worst app of all time, even I doubt it's oudated or updated. My phone is not rooted and it says you can't use this app because it's rooted",1,2020-12-04,CBE,A Google user,"Like always it is the worst app of all time, even I doubt it's oudated or updated. My phone is not rooted and it says you can't use this app because it's rooted","Like always it is the worst app of all time, even I doubt it's oudated or updated. My phone is not rooted and it says you can't use this app because it's rooted"
I've been using the previous app more than a year without any prob. This application is not working more than a month and even they couldn't also fix it.,1,2020-12-04,CBE,A Google user,I've been using the previous app more than a year without any prob. This application is not working more than a month and even they couldn't also fix it.,I've been using the previous app more than a year without any prob. This application is not working more than a month and even they couldn't also fix it.
great app,4,2020-12-03,CBE,A Google user,great app,great app
good,5,2020-12-03,CBE,A Google user,good,good
Excellent Application that's appropriate for use.,5,2020-12-02,CBE,A Google user,Excellent Application that's appropriate for use.,Excellent Application that's appropriate for use.
It's not working it only updates I can't even see my balance,2,2020-12-02,CBE,A Google user,It's not working it only updates I can't even see my balance,It's not working it only updates I can't even see my balance
Easy and compatible,5,2020-12-02,CBE,A Google user,Easy and compatible,Easy and compatible
Looks grate. Thanks,4,2020-12-02,CBE,A Google user,Looks grate. Thanks,Looks grate. Thanks
Good,4,2020-12-02,CBE,A Google user,Good,Good
Amazing,5,2020-12-01,CBE,A Google user,Amazing,Amazing
It's doesn't work properly.,1,2020-12-01,CBE,A Google user,It's doesn't work properly.,It's doesn't work properly.
Its good app but we cant check statements for past months just recent is availavle Ita good to add this function,4,2020-12-01,CBE,A Google user,Its good app but we cant check statements for past months just recent is availavle Ita good to add this function,Its good app but we cant check statements for past months just recent is availavle Ita good to add this function
Gobezoch!,5,2020-12-01,CBE,A Google user,Gobezoch!,Gobezoch!
It's not working please make it something,1,2020-11-30,CBE,A Google user,It's not working please make it something,It's not working please make it something
How to verify it?,3,2020-11-30,CBE,A Google user,How to verify it?,How to verify it?
Oooook,5,2020-11-30,CBE,A Google user,Oooook,Oooook
✌️,5,2020-11-29,CBE,A Google user,✌️,
I was trying to activate the app but I do have a problem with the verification code...how can I get the verification code?,3,2020-11-29,CBE,A Google user,I was trying to activate the app but I do have a problem with the verification code...how can I get the verification code?,I was trying to activate the app but I do have a problem with the verification code...how can I get the verification code?
"It couldn't even show me my current balance, disappointing.",1,2020-11-28,CBE,A Google user,"It couldn't even show me my current balance, disappointing.","It couldn't even show me my current balance, disappointing."
I have been using this App simply for transfer b/c CBE accounts - Ok. But the feature to transfer to non-CBE account simply took my money to unknown account?,3,2020-11-28,CBE,A Google user,I have been using this App simply for transfer b/c CBE accounts - Ok. But the feature to transfer to non-CBE account simply took my money to unknown account?,I have been using this App simply for transfer b/c CBE accounts - Ok. But the feature to transfer to non-CBE account simply took my money to unknown account?
Great,5,2020-11-28,CBE,A Google user,Great,Great
Very thoughtful it's making work very simple.,5,2020-11-25,CBE,A Google user,Very thoughtful it's making work very simple.,Very thoughtful it's making work very simple.
Can't update anytime pleas make it better,1,2020-11-21,CBE,A Google user,Can't update anytime pleas make it better,Can't update anytime pleas make it better
Excellent,5,2020-11-21,CBE,A Google user,Excellent,Excellent
The new one is better to use easly and so simple to asses ur account,5,2020-11-20,CBE,A Google user,The new one is better to use easly and so simple to asses ur account,The new one is better to use easly and so simple to asses ur account
App is Not working from last update.,2,2020-11-20,CBE,A Google user,App is Not working from last update.,App is Not working from last update.
አሪፍ አፕ ነው በጣም ውበት አለው ፈጣን ነው። ችግሮቹ 2 ናቸው የመጀመሪያው recents ብዙ አያሳይም ለነጋዴ የሚሆን አፕ አይደለም በቀን ብዙ transaction ካለ ግማሹ ይደበቃል ሁልቀን እንደተቸገርኩ ነው። ሁለተኛው ችግር ማዘበራረቁ ነው መጨረሻ ላይ የገቡ ብሮች ይደበቃሉ ስንት እንደሆነ የማን እንደሆነ አያሳይም። ችግር እስከሌለው ድረስ recentu በዛ ቢል 30 ቢሆን አሪፍ ነው ስቶሬጅ አይዝም እንደውም ከተቻለ statment የሚል option ኖሮ የሳምንት ድረስ ማሳየት ቢችል በጣም ምርጥ ይሆናል ይሄንን ያክል ከተለፋበት አይቀር ፕሊስ አስተካክሉት,4,2020-11-20,CBE,A Google user,"It's a cool apple is quick to have a beautiful. The Problems are 2 The first reconties for merchants, not a lot of transaction of a day for a day. The second problem is that the drops entered at the end does not show how to be hidden. If the Reconentu is 30, it is 30",2 recents transaction recentu 30 statment option
No eady way to check balance after deposit or withdrawal.,2,2020-11-19,CBE,A Google user,No eady way to check balance after deposit or withdrawal.,No eady way to check balance after deposit or withdrawal.
Best,5,2020-11-18,CBE,A Google user,Best,Best
Beneficiary account is not working!,1,2020-11-16,CBE,A Google user,Beneficiary account is not working!,Beneficiary account is not working!
It's refreshing not working since last update. I already authenticated and signed in to my account but it says no available when I clicked on service.,1,2020-11-16,CBE,A Google user,It's refreshing not working since last update. I already authenticated and signed in to my account but it says no available when I clicked on service.,It's refreshing not working since last update. I already authenticated and signed in to my account but it says no available when I clicked on service.
Very good,5,2020-11-16,CBE,A Google user,Very good,Very good
How can I get app verification,4,2020-11-16,CBE,A Google user,How can I get app verification,How can I get app verification
I can't get veritification code,1,2020-11-15,CBE,A Google user,I can't get veritification code,I can't get veritification code
It ask verification key when i try to open . It leads me which is useless app. I suggest to fix it up...,1,2020-11-14,CBE,A Google user,It ask verification key when i try to open . It leads me which is useless app. I suggest to fix it up...,It ask verification key when i try to open . It leads me which is useless app. I suggest to fix it up...
You make it easier and faster to use,5,2020-11-14,CBE,A Google user,You make it easier and faster to use,You make it easier and faster to use
"It is best and good app, we can use easily, enjoy it.",5,2020-11-12,CBE,A Google user,"It is best and good app, we can use easily, enjoy it.","It is best and good app, we can use easily, enjoy it."
"the new version is amazing. It has all in one and works, Great job CBE.",5,2020-11-11,CBE,A Google user,"the new version is amazing. It has all in one and works, Great job CBE.","the new version is amazing. It has all in one and works, Great job CBE."
"The app is not friendly usable . For example, it asks you verification key as soon as you download it. There is no description where or how to get verification key. This is crazy. I never seen any app ask you verification key at the start . confusing app. No more try waste of time.",1,2020-11-11,CBE,A Google user,"The app is not friendly usable . For example, it asks you verification key as soon as you download it. There is no description where or how to get verification key. This is crazy. I never seen any app ask you verification key at the start . confusing app. No more try waste of time.","The app is not friendly usable . For example, it asks you verification key as soon as you download it. There is no description where or how to get verification key. This is crazy. I never seen any app ask you verification key at the start . confusing app. No more try waste of time."
"I like it, it save time and mekes me trustful friend.",3,2020-11-10,CBE,A Google user,"I like it, it save time and mekes me trustful friend.","I like it, it save time and mekes me trustful friend."
"This app is good and easy to use UI. But, still need some bug fix such as own account transfer and payment to beneficiaries didn't work. Localization also not yet work like date conversion...",4,2020-11-10,CBE,A Google user,"This app is good and easy to use UI. But, still need some bug fix such as own account transfer and payment to beneficiaries didn't work. Localization also not yet work like date conversion...","This app is good and easy to use UI. But, still need some bug fix such as own account transfer and payment to beneficiaries didn't work. Localization also not yet work like date conversion..."
I'm frustrated by this app.its not even doing a single thing for me.it just keeps saying none available every time I try to use it. Hope the developers bring solutions to this problem. Thanks in advance,1,2020-11-09,CBE,A Google user,I'm frustrated by this app.its not even doing a single thing for me.it just keeps saying none available every time I try to use it. Hope the developers bring solutions to this problem. Thanks in advance,I'm frustrated by this app.its not even doing a single thing for me.it just keeps saying none available every time I try to use it. Hope the developers bring solutions to this problem. Thanks in advance
Nice app ! Thinks,5,2020-11-09,CBE,A Google user,Nice app ! Thinks,Nice app ! Thinks
Very good improvement,4,2020-11-09,CBE,A Google user,Very good improvement,Very good improvement
Nice,5,2020-11-09,CBE,A Google user,Nice,Nice
"The app won't list transactions made via USSD(889), why is that?",4,2020-11-08,CBE,A Google user,"The app won't list transactions made via USSD(889), why is that?","The app won't list transactions made via USSD(889), why is that?"
Fantastic,5,2020-11-07,CBE,A Google user,Fantastic,Fantastic
Nice app,4,2020-11-07,CBE,A Google user,Nice app,Nice app
not synchronze the network,1,2020-11-07,CBE,A Google user,not synchronze the network,not synchronze the network
This app is not dependable and it fail to sync often. By far the sms version is better. Please try to solve it soon.,2,2020-11-07,CBE,A Google user,This app is not dependable and it fail to sync often. By far the sms version is better. Please try to solve it soon.,This app is not dependable and it fail to sync often. By far the sms version is better. Please try to solve it soon.
Like,5,2020-11-07,CBE,A Google user,Like,Like
It is not work properly,1,2020-11-06,CBE,A Google user,It is not work properly,It is not work properly
Good app,4,2020-11-06,CBE,A Google user,Good app,Good app
Such a bad application and service u are giving us. Never think using cbe for an emergency situation.,1,2020-11-05,CBE,A Google user,Such a bad application and service u are giving us. Never think using cbe for an emergency situation.,Such a bad application and service u are giving us. Never think using cbe for an emergency situation.
Nice,5,2020-11-05,CBE,A Google user,Nice,Nice
"Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of ሰኔ it says ጁን and more like this; date conversion is missing also. If this minor things are fixed it will be much better.",3,2020-11-05,CBE,A Google user,"Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of ሰኔ it says ጁን and more like this; date conversion is missing also. If this minor things are fixed it will be much better.","Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of it says and more like this; date conversion is missing also. If this minor things are fixed it will be much better."
Horrible!,1,2020-11-05,CBE,A Google user,Horrible!,Horrible!
So far excellent!,5,2020-11-03,CBE,A Google user,So far excellent!,So far excellent!
Good Application but it stops sametime,5,2020-11-02,CBE,A Google user,Good Application but it stops sametime,Good Application but it stops sametime
Not working,1,2020-11-02,CBE,A Google user,Not working,Not working
Stop working after 2 days of installation,2,2020-11-01,CBE,A Google user,Stop working after 2 days of installation,Stop working after 2 days of installation
Can't use this app after unsubscibing previous phone holders account and reinstalling. While I enter pin and activation code it says failed to authenticate and finally blocks the pin after 3 trials. I have been retried more than 3 times and finally gets stuck. Pls help.,4,2020-11-01,CBE,A Google user,Can't use this app after unsubscibing previous phone holders account and reinstalling. While I enter pin and activation code it says failed to authenticate and finally blocks the pin after 3 trials. I have been retried more than 3 times and finally gets stuck. Pls help.,Can't use this app after unsubscibing previous phone holders account and reinstalling. While I enter pin and activation code it says failed to authenticate and finally blocks the pin after 3 trials. I have been retried more than 3 times and finally gets stuck. Pls help.
It is a good up with nice interface.....but it doesn't sych.....pls correct it,4,2020-11-01,CBE,A Google user,It is a good up with nice interface.....but it doesn't sych.....pls correct it,It is a good up with nice interface.....but it doesn't sych.....pls correct it
if you trouble activating it in the bank with mobile data try the wifi its much faster and works,5,2020-10-31,CBE,A Google user,if you trouble activating it in the bank with mobile data try the wifi its much faster and works,if you trouble activating it in the bank with mobile data try the wifi its much faster and works
GadulaTube,4,2020-10-31,CBE,A Google user,Gadulatube,GadulaTube
በዚህ አፕሊኬሽን ብዙ አካውንት add ማድረግ ቢቻል ጥሩ ነበር‼️,2,2020-10-31,CBE,A Google user,It was nice if you can make a lot of account in this application! ️,add
Nice app,5,2020-10-31,CBE,A Google user,Nice app,Nice app
Best app,5,2020-10-30,CBE,A Google user,Best app,Best app
Nice up easy to use,5,2020-10-29,CBE,A Google user,Nice up easy to use,Nice up easy to use
Safe and fast thanks,5,2020-10-29,CBE,A Google user,Safe and fast thanks,Safe and fast thanks
Nice one cbe,4,2020-10-28,CBE,A Google user,Nice one cbe,Nice one cbe
User friendly & Wonderful app,5,2020-10-28,CBE,A Google user,User friendly & Wonderful app,User friendly & Wonderful app
good,5,2020-10-27,CBE,A Google user,good,good
I wasn't able to try your app because while opening the app it's says your device is rooted. Even if it's a precaution incase of hacking but my device is not rooted. I even disable OEM unlocking but the error is still there.,1,2020-10-27,CBE,A Google user,I wasn't able to try your app because while opening the app it's says your device is rooted. Even if it's a precaution incase of hacking but my device is not rooted. I even disable OEM unlocking but the error is still there.,I wasn't able to try your app because while opening the app it's says your device is rooted. Even if it's a precaution incase of hacking but my device is not rooted. I even disable OEM unlocking but the error is still there.
Works fine,4,2020-10-27,CBE,A Google user,Works fine,Works fine
EXCellent,5,2020-10-26,CBE,A Google user,EXCellent,EXCellent
Bad app.,1,2020-10-26,CBE,A Google user,Bad app.,Bad app.
Goodwill,5,2020-10-25,CBE,A Google user,Goodwill,Goodwill
I am happy with this app introduction; the older version was troublesome. Thank you #CBE!!,5,2020-10-25,CBE,A Google user,I am happy with this app introduction; the older version was troublesome. Thank you #CBE!!,I am happy with this app introduction; the older version was troublesome. Thank you #CBE!!
Very good,5,2020-10-24,CBE,A Google user,Very good,Very good
The app is not working in android version 10 . Please fix it,1,2020-10-23,CBE,A Google user,The app is not working in android version 10 . Please fix it,The app is not working in android version 10 . Please fix it
Improved app,5,2020-10-21,CBE,A Google user,Improved app,Improved app
Good,4,2020-10-21,CBE,A Google user,Good,Good
I love the upgrade but what happened to the details of the transactions made?????,5,2020-10-21,CBE,A Google user,I love the upgrade but what happened to the details of the transactions made?????,I love the upgrade but what happened to the details of the transactions made?????
First for Humanity and your vision. Thank you for your best service CBE.,5,2020-10-20,CBE,A Google user,First for Humanity and your vision. Thank you for your best service CBE.,First for Humanity and your vision. Thank you for your best service CBE.
"If you forgot your password you have to go to the bank which is so tiring, there should be a link on the app that helps you recover your password. And it has huge problem using the app to send money.",1,2020-10-20,CBE,A Google user,"If you forgot your password you have to go to the bank which is so tiring, there should be a link on the app that helps you recover your password. And it has huge problem using the app to send money.","If you forgot your password you have to go to the bank which is so tiring, there should be a link on the app that helps you recover your password. And it has huge problem using the app to send money."
What is the verifcation key,1,2020-10-20,CBE,A Google user,What is the verifcation key,What is the verifcation key
Its way better than before,3,2020-10-19,CBE,A Google user,Its way better than before,Its way better than before
"I downloaded the app,but asking for a key. How do I get the App's verification key?",5,2020-10-19,CBE,A Google user,"I downloaded the app,but asking for a key. How do I get the App's verification key?","I downloaded the app,but asking for a key. How do I get the App's verification key?"
My experience with this app is very bad. I just downloaded and installed this app and I stuck with the verification code. The app requested me to input the code without sending it. 😢,1,2020-10-19,CBE,A Google user,My experience with this app is very bad. I just downloaded and installed this app and I stuck with the verification code. The app requested me to input the code without sending it. 😢,My experience with this app is very bad. I just downloaded and installed this app and I stuck with the verification code. The app requested me to input the code without sending it. crying
You do good on upgrading the app keep it up👍,4,2020-10-18,CBE,A Google user,You do good on upgrading the app keep it up👍,You do good on upgrading the app keep it up thumbs up
Good,5,2020-10-18,CBE,A Google user,Good,Good
go ahead,5,2020-10-18,CBE,A Google user,go ahead,go ahead
In most of the cases the app doesn't work properly. It is more than a week the app was stopped working.,1,2020-10-18,CBE,A Google user,In most of the cases the app doesn't work properly. It is more than a week the app was stopped working.,In most of the cases the app doesn't work properly. It is more than a week the app was stopped working.
It's a good job,5,2020-10-16,CBE,A Google user,It's a good job,It's a good job
Tranferring money to CBE wallet is too difficult this time. Please fix it!!,3,2020-10-15,CBE,A Google user,Tranferring money to CBE wallet is too difficult this time. Please fix it!!,Tranferring money to CBE wallet is too difficult this time. Please fix it!!
But signal is weak,4,2020-10-14,CBE,A Google user,But signal is weak,But signal is weak
"Nice platform, thanks.",5,2020-10-13,CBE,A Google user,"Nice platform, thanks.","Nice platform, thanks."
I love the update . Nice work,5,2020-10-13,CBE,A Google user,I love the update . Nice work,I love the update . Nice work
Can't synchronize.,3,2020-10-13,CBE,A Google user,Can't synchronize.,Can't synchronize.
Please Linked My Account.,5,2020-10-12,CBE,A Google user,Please Linked My Account.,Please Linked My Account.
Before a time this app is working properly but now busy,5,2020-10-12,CBE,A Google user,Before a time this app is working properly but now busy,Before a time this app is working properly but now busy
Good,5,2020-10-10,CBE,A Google user,Good,Good
The worest app ever,1,2020-10-10,CBE,A Google user,The worest app ever,The worest app ever
Good but need more features,3,2020-10-10,CBE,A Google user,Good but need more features,Good but need more features
Good!,5,2020-10-09,CBE,A Google user,Good!,Good!
Nice app with a new features ... Really like it !!!,5,2020-10-09,CBE,A Google user,Nice app with a new features ... Really like it !!!,Nice app with a new features ... Really like it !!!
Were is verification code,5,2020-10-08,CBE,A Google user,Were is verification code,Were is verification code
Nice one,5,2020-10-07,CBE,A Google user,Nice one,Nice one
I realy like it,5,2020-10-07,CBE,A Google user,I realy like it,I realy like it
Ict,5,2020-10-07,CBE,A Google user,Ict,Ict
GOODAPP,5,2020-10-05,CBE,A Google user,GOODAPP,GOODAPP
This app is good. It is better if the bank has app for ussd *889# like cve birr *847# becaus connection in ethiopia is not good and closed for smoll reason.,5,2020-10-05,CBE,A Google user,This app is good. It is better if the bank has app for ussd *889# like cve birr *847# becaus connection in ethiopia is not good and closed for smoll reason.,This app is good. It is better if the bank has app for ussd *889# like cve birr *847# becaus connection in ethiopia is not good and closed for smoll reason.
"I don't understand what is verification key account number,ATM card code, account name what is it?",1,2020-10-04,CBE,A Google user,"I don't understand what is verification key account number,ATM card code, account name what is it?","I don't understand what is verification key account number,ATM card code, account name what is it?"
My laif...,5,2020-10-03,CBE,A Google user,My laif...,My laif...
"The application do not show the real account balance on time, which shows fake balance. Its poor and offending Most of the time it shows old balance.",1,2020-10-03,CBE,A Google user,"The application do not show the real account balance on time, which shows fake balance. Its poor and offending Most of the time it shows old balance.","The application do not show the real account balance on time, which shows fake balance. Its poor and offending Most of the time it shows old balance."
Was good till internet shutdown by govt,5,2020-10-03,CBE,A Google user,Was good till internet shutdown by govt,Was good till internet shutdown by govt
Good,5,2020-10-02,CBE,A Google user,Good,Good
Wow,3,2020-10-02,CBE,A Google user,Wow,Wow
Evry thing ok but it not acitve,5,2020-10-01,CBE,A Google user,Evry thing ok but it not acitve,Evry thing ok but it not acitve
The application is upgraded to it's best. ADD other feature as per customers experience,5,2020-10-01,CBE,A Google user,The application is upgraded to it's best. ADD other feature as per customers experience,The application is upgraded to it's best. ADD other feature as per customers experience
Best,5,2020-09-30,CBE,A Google user,Best,Best
Very important for more security now the secret pin is only 4 digit but make for better security 6-8 digits pin please Very nice ui design but the top up is not working please Fix the bug,5,2020-09-30,CBE,A Google user,Very important for more security now the secret pin is only 4 digit but make for better security 6-8 digits pin please Very nice ui design but the top up is not working please Fix the bug,Very important for more security now the secret pin is only 4 digit but make for better security 6-8 digits pin please Very nice ui design but the top up is not working please Fix the bug
Why would I go to the bank to get verification !! I was supposed to enter my pin number,1,2020-09-30,CBE,A Google user,Why would I go to the bank to get verification !! I was supposed to enter my pin number,Why would I go to the bank to get verification !! I was supposed to enter my pin number
Now it supports most phones. Good job!,5,2020-09-30,CBE,A Google user,Now it supports most phones. Good job!,Now it supports most phones. Good job!
"It is good and easy to use. But as you changed your phone it needs activation code from bank. So this needs improvement. Always as you changed your phone, you should go to bank branch to get activation",1,2020-09-29,CBE,A Google user,"It is good and easy to use. But as you changed your phone it needs activation code from bank. So this needs improvement. Always as you changed your phone, you should go to bank branch to get activation","It is good and easy to use. But as you changed your phone it needs activation code from bank. So this needs improvement. Always as you changed your phone, you should go to bank branch to get activation"
The updated cbe application is perfect,5,2020-09-29,CBE,A Google user,The updated cbe application is perfect,The updated cbe application is perfect
It is very nice app specially for saving time and avoiding needles services .,5,2020-09-28,CBE,A Google user,It is very nice app specially for saving time and avoiding needles services .,It is very nice app specially for saving time and avoiding needles services .
None avialable only,1,2020-09-28,CBE,A Google user,None avialable only,None avialable only
Very updated,4,2020-09-28,CBE,A Google user,Very updated,Very updated
V good,5,2020-09-28,CBE,A Google user,V good,V good
☝️☝️☝️☝️,5,2020-09-28,CBE,A Google user,,
Its Good,5,2020-09-27,CBE,A Google user,Its Good,Its Good
Good app,5,2020-09-26,CBE,A Google user,Good app,Good app
Good,5,2020-09-26,CBE,A Google user,Good,Good
"I am having problem with this updated version . Old version was way better than this one,",1,2020-09-26,CBE,A Google user,"I am having problem with this updated version . Old version was way better than this one,","I am having problem with this updated version . Old version was way better than this one,"
Easy life,5,2020-09-25,CBE,A Google user,Easy life,Easy life
No suficient service,5,2020-09-25,CBE,A Google user,No enough service,No suficient service
Help full,5,2020-09-25,CBE,A Google user,Help full,Help full
I never want to use this app. I like to type *889#. I just hated to go to the bank to activate the app. It took them 1 minute to do it. Now I just bragging I can recharge my phone with one click. Nice interface keep at it.,5,2020-09-25,CBE,A Google user,I never want to use this app. I like to type *889#. I just hated to go to the bank to activate the app. It took them 1 minute to do it. Now I just bragging I can recharge my phone with one click. Nice interface keep at it.,I never want to use this app. I like to type *889#. I just hated to go to the bank to activate the app. It took them 1 minute to do it. Now I just bragging I can recharge my phone with one click. Nice interface keep at it.
Best,5,2020-09-24,CBE,A Google user,Best,Best
i like,5,2020-09-23,CBE,A Google user,i like,i like
Commercial Bank,5,2020-09-23,CBE,A Google user,Commercial Bank,Commercial Bank
It doesn't work and sync when you want to use and transfer money to others. Why CBE is not working to solve the problem.,4,2020-09-23,CBE,A Google user,It doesn't work and sync when you want to use and transfer money to others. Why CBE is not working to solve the problem.,It doesn't work and sync when you want to use and transfer money to others. Why CBE is not working to solve the problem.
This app is not working....,5,2020-09-22,CBE,A Google user,This app is not working....,This app is not working....
How can I get verification code?,3,2020-09-22,CBE,A Google user,How can I get verification code?,How can I get verification code?
Best app,5,2020-09-22,CBE,A Google user,Best app,Best app
Wow! This last update solved the problem of some system compatibility issues. now it works fine. thanks?,4,2020-09-22,CBE,A Google user,Wow! This last update solved the problem of some system compatibility issues. now it works fine. thanks?,Wow! This last update solved the problem of some system compatibility issues. now it works fine. thanks?
good app 10 q commercial bank of ETHIOPIA,5,2020-09-21,CBE,A Google user,good app 10 q commercial bank of ETHIOPIA,good app 10 q commercial bank of ETHIOPIA
It is so nice app,4,2020-09-21,CBE,A Google user,It is so nice app,It is so nice app
Good,5,2020-09-20,CBE,A Google user,Good,Good
🙏,3,2020-09-19,CBE,A Google user,🙏,thank you
Good,4,2020-09-19,CBE,A Google user,Good,Good
It deserves 5 🌟 now.,5,2020-09-18,CBE,A Google user,It deserves 5 🌟 now.,It deserves 5 now.
It has serious synchronisation problem,1,2020-09-18,CBE,A Google user,It has serious synchronisation problem,It has serious synchronisation problem
it is best.,5,2020-09-18,CBE,A Google user,it is best.,it is best.
Very simple to use,5,2020-09-18,CBE,A Google user,Very simple to use,Very simple to use
It's fast and simple to use.,4,2020-09-17,CBE,A Google user,It's fast and simple to use.,It's fast and simple to use.
"I have been using old version of this app since 2017 ,this version is very nice.",5,2020-09-17,CBE,A Google user,"I have been using old version of this app since 2017 ,this version is very nice.","I have been using old version of this app since 2017 ,this version is very nice."
I was able to use the older version with ease. But now it doesn't even open and tells me that it can't be opened on rooted devices. Please fix that.,2,2020-09-17,CBE,A Google user,I was able to use the older version with ease. But now it doesn't even open and tells me that it can't be opened on rooted devices. Please fix that.,I was able to use the older version with ease. But now it doesn't even open and tells me that it can't be opened on rooted devices. Please fix that.
"it very interesting and easy to use & this new version is very fast to update the transaction, acct bal ,etc",5,2020-09-16,CBE,A Google user,"it very interesting and easy to use & this new version is very fast to update the transaction, acct bal ,etc","it very interesting and easy to use & this new version is very fast to update the transaction, acct bal ,etc"
Ok,5,2020-09-16,CBE,A Google user,Ok,Ok
thank u for ur immidiate action to update the app for all types of android system.,5,2020-09-16,CBE,A Google user,thank u for ur immidiate action to update the app for all types of android system.,thank u for ur immidiate action to update the app for all types of android system.
Doesn't synchronized,1,2020-09-16,CBE,A Google user,Doesn't synchronized,Doesn't synchronized
"I have been using this app fair smoothly till the last update few days back and now it is a disaster as it repetitively says 'unable to sinc ' and when I uninstalled it and tried to re-install with proper procedure guided from my CBE branch, it again and again fails to accept verification code ...it is quite a disappointment !",1,2020-09-15,CBE,A Google user,"I have been using this app fair smoothly till the last update few days back and now it is a disaster as it repetitively says 'unable to sinc ' and when I uninstalled it and tried to re-install with proper procedure guided from my CBE branch, it again and again fails to accept verification code ...it is quite a disappointment !","I have been using this app fair smoothly till the last update few days back and now it is a disaster as it repetitively says 'unable to sinc ' and when I uninstalled it and tried to re-install with proper procedure guided from my CBE branch, it again and again fails to accept verification code ...it is quite a disappointment !"
Amazing app,4,2020-09-15,CBE,A Google user,Amazing app,Amazing app
"I keep getting error pop ups on my screen even after closing the app and when i am using other apps, please fix this bug.",3,2020-09-15,CBE,A Google user,"I keep getting error pop ups on my screen even after closing the app and when i am using other apps, please fix this bug.","I keep getting error pop ups on my screen even after closing the app and when i am using other apps, please fix this bug."
Good app and friendly to use in its amahric langogue feature.,5,2020-09-14,CBE,A Google user,Good app and friendly to use in its amahric langogue feature.,Good app and friendly to use in its amahric langogue feature.
How to get verification code,1,2020-09-14,CBE,A Google user,How to get verification code,How to get verification code
Simple to use,4,2020-09-14,CBE,A Google user,Simple to use,Simple to use
Good,4,2020-09-14,CBE,A Google user,Good,Good
Better with the design. But still it can be improved with a better interface. Good work,5,2020-09-14,CBE,A Google user,Better with the design. But still it can be improved with a better interface. Good work,Better with the design. But still it can be improved with a better interface. Good work
Why the 3.7MB update takes forever to install? At first I thought it was my data conn issue but was not. I have been enjoying the later version until I unable to use due to update installation issue.,1,2020-09-13,CBE,A Google user,Why the 3.7MB update takes forever to install? At first I thought it was my data conn issue but was not. I have been enjoying the later version until I unable to use due to update installation issue.,Why the 3.7MB update takes forever to install? At first I thought it was my data conn issue but was not. I have been enjoying the later version until I unable to use due to update installation issue.
It asking verification code where could i find it. Please help,5,2020-09-13,CBE,A Google user,It asking verification code where could i find it. Please help,It asking verification code where could i find it. Please help
Simple and easy to use,5,2020-09-13,CBE,A Google user,Simple and easy to use,Simple and easy to use
Much better user experience than the old version. Please add more utility payments like DStv.,5,2020-09-13,CBE,A Google user,Much better user experience than the old version. Please add more utility payments like DStv.,Much better user experience than the old version. Please add more utility payments like DStv.
Good,3,2020-09-13,CBE,A Google user,Good,Good
Excellent app,5,2020-09-13,CBE,A Google user,Excellent app,Excellent app
This is what i need a really really love the new app,5,2020-09-13,CBE,A Google user,This is what i need a really really love the new app,This is what i need a really really love the new app
Nice & fast,5,2020-09-13,CBE,A Google user,Nice & fast,Nice & fast
CBE አሪፍ ነው።,5,2020-09-12,CBE,A Google user,CBE is cool.,CBE
Ethiopia Oromia USA,5,2020-09-12,CBE,A Google user,Ethiopia Oromia Usa,Ethiopia Oromia USA
best application,5,2020-09-12,CBE,A Google user,best application,best application
"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.",2,2020-09-12,CBE,A Google user,"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.","I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon."
Best app. Improved speed,5,2020-09-12,CBE,A Google user,Best app. Improved speed,Best app. Improved speed
Nice,5,2020-09-12,CBE,A Google user,Nice,Nice
"It's great until few days back but it stop working for me starting Friday it says ""can't sycn"" please solve the problem.",4,2020-09-12,CBE,A Google user,"It's great until few days back but it stop working for me starting Friday it says ""can't sycn"" please solve the problem.","It's great until few days back but it stop working for me starting Friday it says ""can't sycn"" please solve the problem."
